Labels,text_en
TRUE,"As of April 25, 2020, the rate of people dying from the COVID-19 coronavirus disease in New York City was at least 250 times ""higher"" than Tokyo's — and growing with time."
FALSE,"Social media is a home found a mixture of aspirin, lemon juice and honey, which is the remedy for a viral post claims that have been made in Italy COVID-19. Vishvas News of the investigation and found that the viral post fake. Claim social media has written a post: Italy has found a home remedy for Covid'19 which 500 grams of aspirin mixed with steamed lemon juice with honey. It is hot nor drank. The post Archive version can be seen here. Explores the Vishvas News has found its investigation that had the Italian Ministry of Health plan which COVID-19 Guidance issued, there is no reference to the viral post. It says that as long as your doctor not say then do not take antiviral drugs and antibiotics. The sick person should rest. Also drink a lot of liquid, should wear to more nutritious food and surgical masks, which should be changed every day. If the person should follow her strict respiratory hygiene may not tolerate masks. Cover your mouth and nose with disposable paper tissue or handkerchief to cough or to sneeze and throw it away. Your hands should be washed with soap and water or Haidroalcoholik solution. However, AYUSH Ministry had informed some immunity boosters, but the combination of aspirin, lemon juice and honey is not true. According to AYUSH Ministry, basil, cinnamon, black pepper, herbal teas / decoction dry ginger and made from raisins (Kdha) which lemons can also be mixed. It can be taken as twice immunity booster day. Also can be taken 2-3 times a whole day cough or clove honey on throat irritation, but these are all ways to increase immunity and do not claim to treat COVID-19. Vishvas News Dr. Nikhil speak to Modi, who is a respiratory and critical care specialist at New Delhi's Indraprastha Apollo Hospital. They said,"
FALSE,the government thinks making a vaccination campaign for supposed protection against COVID-19 but is pure farce only going to be injecting the virus to become infected the nation
MOSTLY FALSE,MoT allow citizens to and fro in the middle of a pandemic Covid-19
FALSE,Picture is of an eight-year-old boy infected with coronavirus. Prayers and shares on Facebook will help him.
FALSE,Lactoferrin can contribute to the cure and prevention of covid-19
FALSE,Medical drug Nosodes developed for coronavirus in Barranquilla
FALSE,Pakistani hospital uses COVID-19 isolation ward to treat non-related ailments
FALSE,"The official Costco Facebook page sarcastically told ""Sharon"" that her opposition to wearing a mask in its stores would someday be the subject of a documentary."
FALSE,Numbers to call to be hired by US companies during COVID-19 crisis.
FALSE,"Relatives lead pro Abelardo Santos mother and took her to a room there again after saying she had died of probable cause the covid-19, the relatives broke into the morgue and opened the bag and found her still breathing, look at the video ... Belém PAN"
FALSE,A high school Langres was chosen to test the vaccine against the Covid-19
FALSE,Since Western countries are busy fighting the new choir ......
FALSE,The COVID-19 can be blocked by the alkalinity of the seawater.
FALSE,"!!!! ATTENTION ️ ️☝️ LOOK WHAT CURIOUS - Just Now aunciaram that ADELIO IS WITH COVID19 ️ HUMMM ... THINK, THEN: No one sees the body of whom DIES with Covid ️ OR will ""kill"" the face and ""bury"" empty coffin ... for him to do other favors or oR will bury it for real ..."
MOSTLY TRUE,"Tanzania President John Magufuli secretly sent specimens from a fruit, quail, and goat to a lab testing for the COVID-19 coronavirus disease in humans — and the results came back positive."
FALSE,DANE map showing infected with coronavirus
FALSE,This video shows Wuhan before COVID-19
FALSE,Drinking coffee can is good against the coronavirus
FALSE,"VERY STRANGE: If you're alive, the results take 10-20 days, if u die result comes out at the time ... COVID-19. Wake up Brazil!"
FALSE,Posts on social media claim that people who have been vaccinated against the flu in the last 10 years will test positive for COVID-19
MOSTLY FALSE,"Prisoners released in Argentina coronavirus COVID-19 but in the US, Italy, Spain and China are prisoners"
FALSE,Number of deaths from coronavirus decreased in the Amazon after the visit of the Minister of Health
FALSE,No politician died for coronavirus
FALSE,Covid-19 kills only those who have preexisting conditions and treatment can be done at home with antibiotics
FALSE,Africa does not have coronavirus because their countries can not borrow from the IMF
FALSE,"Claim that COVID-19 is ""fake"" and that the pandemic is cover for the installation of 5G telecommunications towers."
FALSE,Imran Khan reads the coroanvirus chart upside down and erroneously declares the curve is flattening
FALSE,ID2020 identification is a chip that allow you to have all your information in the palm of your hand
FALSE,Israel discovered the cure for coronavirus
FALSE,A report by the World Health Organization (WHO) says no vegetarian person has contracted coronavirus (COVID-19) in the world
FALSE,No vegetarian has contracted COVID-19.
TRUE,"In an article spread on social networks is emphasized that ""young adults ......"
FALSE,People who have been vaccinated against the flu in the last 10 years will test positive for COVID-19.
MOSTLY TRUE,Corona virus vaccine existed since 2001 and 19 years later it is said that there is no vaccine
FALSE,Bill Gates funds a Center for Global Human Population Reduction.
FALSE,People celebrating the end of lockdown in Saudi Arabia
FALSE,Image shows West Bengal Chief Secretary Rajiva Sinha drinking amid lockdown
TRUE,So the coronavirus increases violence against women
MOSTLY FALSE,"""The flu vaccines increase the odds by 36% of getting COVID-19."""
MOSTLY TRUE,Claims to compulsory vaccination and Bill & Melinda Gates Foundation
FALSE,"""A video of a Mexican family in the United States claimed they were cured with a home remedy: three aspirin 500 gr dissolved in lemon juice with honey taken hot and the next day were all right."""
TRUE,"These images of the Metro were taken on April 17, 2020"
FALSE,"CLAIM: WHO representative Dr. David Nabarro, told CNN never Covidien-19 vaccine can not be developed in the publication."
TRUE,95 percent of beds for patients with COVID-19 are empty
FALSE,France has imposed an embargo on the supply of medicines in Senegal in response to his interest Covid-organics
FALSE,Tragedy in Lampedusa: Shipwreck left 130 dead in 2013 and Globo shows images now as deaths by Covid-19
FALSE,Minister of Health has the gift of healing. After visiting Manaus the number of deaths fell from 150 per day to 02
FALSE,"That's where comes the 5G, the new technology and its thousands of antennas spread around the world, will be responsible for you to monitor 24 hours a day, in China already works well! There was a little bit worse, because the dictator government confiscated all handsets of the population."
MOSTLY FALSE,"A shared Facebook published 2,000 times in a few days says, based on the official census of deaths in France published by INSEE, the Covid-19 has ""only"" 46 more deaths each day compared to influenza epidemic in 2017. Please note that this interpretation is misleading, the INSEE figures do not prove this, and other criteria are taken into account when analyzing the seriousness of the epidemic, say epidemiologists AFP ."
FALSE,"Saxophonist plays coffin meme music shopping reopening in Blumenau, Santa Catarina coronavirus COVID-19"
FALSE,"“There should be no problem"" for any American returning to work right now to have access to both diagnostic tests for the novel coronavirus and antibody, or serological, tests."
MOSTLY FALSE,"Remdesivir is the drug that will ""end"" COVID-19"
MOSTLY FALSE,The Corona cluster deployment in Indonesia is 10 thousand pastors GBI and GPIB
FALSE,Pakistan PM Imran Khan said the COVID-19 curve was flattening after he read the graph upside down.
MOSTLY FALSE,"The flu vaccine contains Mercury, Antifreeze, Phenol, Animal Blood, Animal Viruses and Formaldehyde."
FALSE,David Bull patient images -19 Hold the ball last?
FALSE,Coronavirus has been in flu vaccines from 2013 to 2015
FALSE,"Fact Check: Death of SL nurse, Vihara Jayasekara in Adelaide was not due to COVID19 | Nurse's death happened in Australia lived in Sri Lanka is not a coronavirus infection!"
FALSE,"The COVID-19 is cured with the mixture of ginger, garlic, cinnamon, honey and onions."
FALSE,Video claims that Tamil Nadu DMK party Leader Selva Kumar kicked an on duty lady doctor
FALSE,A “Center for Global Human Population Reduction” is affiliated with the Bill & Melinda Gates Foundation.
FALSE,Palm oil is a 'simple' solution to coronavirus
FALSE,not a single vegetarian has contracted COVID-19 according to the WHO
FALSE,"""PLANDEMIE"": coronavirus is performed a massage vaccination campaign"
MOSTLY FALSE,"Death Bing Liu, a researcher from the University of Pittsburgh, USA, related to the research about the Corona virus Covid-19"
MOSTLY FALSE,Klaim-klaim Judy Mikovits Terkait Corona virus Covide-19 dalam film dokumenter Plandemic
MOSTLY FALSE,Alibaba founder Jack Ma said that the year 2020 just to survive
FALSE,The government sends Nas to Mantua to close the care unit to the plasma. The one where it heals in 48h. He wants the vaccine B.Gates
FALSE,the coronavirus is a bio-attack planned and produced by China
FALSE,90 percent of COVID-19 patients recover successfully when treated with hydroxychloroquine.
FALSE,Genuine news report about extension of COVID-19 lockdown in the Philippines
FALSE,Large flock of parrots seen on sacks of grain during COVID-19 lockdown in India
MOSTLY FALSE,Flu vaccine makes recipients more vulnerable to infections and “the first to die” during pandemic
FALSE,News clipping claims that a sadhu spread coronavirus to 300 people in Jaipur.
FALSE,Amit Shah tweeted that he has been diagnosed with cancer.
FALSE,Flu vaccines make people more vulnerable to infections.
FALSE,Parrots are feasting on sacks of grains during COVID-19 lockdown in India.
TRUE,"CLAIM: In a family photo taken in the United States in the Spanish flu pandemic, the family's cat wears a mask."
FALSE,Green parrots photo during covid 19 lockdown india
FALSE,Do railway minister in the government are happening because suspend Tatkat country Lutere # BJPLOOTERA INDIA
FALSE,"""Doctors at the University of Havana - Cuba, confirmed and demonstrated that COVID -19 does not develop in environments where it is used 1,8-epoxy p-methane, which is the component antivirucida, antiseptic and bactericide, from Eucalyptol, better known as Eucalyptus. """
FALSE,The Washington Post confirmed the source of the coronavirus patient zero: he was an employee of the famous virology laboratory of the Chinese city of Wuhan
FALSE,"Deaths from respiratory diseases in Ceará: 2019 without Covid: 6,377; 2020 Covid: 6296"
FALSE,"A recipe with lemon, honey and aspirin cure the new coronavirus COVID-19"
FALSE,"Each could be in your car, more hygiene, protected from Covid, and more comfortable to come and go. But smart it is Bruno [Covas] and John [Doria], which made a CASTOR cars EVERY DAY OF THE WEEK, with FINES HIGH to force people to be at home (even those who have to go to work). What is the result? This one photo. (...)"
FALSE,Azithromycin and ivermectin heal people against covid-19
FALSE,"CLAIM: The weight of 0.85 attogra virus and a person who attracts patients 0.0000005 grams of 70 billion virus. There are close to 2 million patients in the world. The total weight of 1 gram of a new coronavirus, but all over the world. All the world is also 1 gram of this virus patients."
FALSE,The US CDC has reduced its COVID-19 death toll
MOSTLY TRUE,H.R. 6666 provides $100 billion to entities that perform COVID-19 testing but prohibits them from allowing any non-vaccinated persons into their facilities.
MOSTLY FALSE,"The video shows was filmed in Germany in May 2020, shows a protest march against the restrictive measures during Covid-19 Emergency"
FALSE,coronavirus vaccine is ready. Able to cure the patient within 3 hours after injection
FALSE,Uniformed and inject coronavirus doused in Michoacan
MOSTLY TRUE,"Wearing a mask can cause harm, vaccines have “killed millions,” the novel coronavirus is not “naturally occurring,” hospitals are “incentivized” to report COVID-19 diagnoses, hydroxychloroquine is the most effective treatment for the disease, flu vaccines increase the odds of contracting it"
FALSE,Shoppers in Pakistan flee from police during COVID-19 lockdown
FALSE,ICMR and Sir Ganga Ram Hospital have made a list of preventive measures for COVID-19
FALSE,Number of deaths in Brazil in April reduced by 15 000
MOSTLY FALSE,United States FDA approves remdesivir as COVID-19 treatment
FALSE,"The COVID-19 Testing, Reaching, And Contacting Everyone (TRACE) Act, or H.R. 6666, would authorize federally administered COVID-19 testing groups to enter American homes and force testing against residents' will, and then ""take"" those who test positive to quarantine sites."
FALSE,The US CDC is cutting reported COVID-19 death toll.
FALSE,"A letter from California authorities warns that residents who receive state assistance benefits will no longer be eligible for them if they don't get tested for COVID-19; further, if parents test positive, children in their household who test negative will be placed in temporary foster care until their parents/guardians recover."
FALSE,Telangana government distributing Ramzan gifts packs during the lockdown
FALSE,Doria is already rejected by 98% of the population
FALSE,Gujarat Woman Killed Daughters and Self Due to Hunger during Covid 19 Lockdown
FALSE,Bill Gates has COVID-19 vaccine
FALSE,Visually demonstrating the low impact of the epidemic Covid-19 in France
FALSE,"""Looking at the numbers of the country in 2019, we have the sum of deaths from pneumonia (36 732), respiratory failure (16 568) and SARGS (228), all confused with the Covid-19 results in: 53 528. Now, the same sum in 2020, Pneumonia (29,459), respiratory failure (14,147) and SARGS (2392), gives us: 45,998. That is, from one year to another, the difference between death from respiratory causes whose symptoms are similar to those of Covid-19 is: 7530. Basically the number of deaths attributed to coronavirus (6932) """
FALSE,"""If we analyze the case of São Paulo, the epicenter of the epidemic in Brazil, we have the following table: Between March and May 2019 were recorded 7106 deaths from respiratory causes in the city; In this period of 2020, it is computed 8185 deaths from the same causes. The difference is just over a thousand dead """
FALSE,Governors and mayors should distribute medicines to treat people at home against covid-19
MOSTLY FALSE,Brazil breaks quarantine by COVID-19 Coronavirus
FALSE,Congress has deleted from its web revenue MPs
FALSE,Dr Devi Shetty and ICMR has advised a list of over 22 precautionary steps gainst COVID-19 for the next year.
FALSE,This photo shows a placard with a congratulatory message for Sri Lankan leaders over COVID-19 eradication
FALSE,Indian governments roadmap to ease COVID-19 restrictions in 5 phases
FALSE,A recent crop circle resembling a logo for Microsoft Windows and the crown shape associated with coronaviruses hints at a link between Bill Gates and the virus.
FALSE,Government of India's roadmap for exiting lockdown in five phases
MOSTLY FALSE,These are victims of the COVID-19 coronavirus that violated the quarantine.
FALSE,These images show victims of the coronavirus COVID-19 in Ecuador
FALSE,Ghana leads Africa in COVID-19 testing per million people
MOSTLY FALSE,Thrombosis is the sole cause of death Covid-19?
FALSE,"U.S. President Donald Trump tweeted that Barack Obama ""had 8 years to prepair the next president for a pandemic and he failed."""
FALSE,With the coronavirus vaccine will be implanted microchip ID2020
MOSTLY TRUE,U.S. Surgeon General Jerome Adams has said that the general public should not wear or buy masks to protect against the spread of the COVID-19 coronavirus disease.
FALSE,Gargling with salt prevents the spread of coronavirus COVID-19
FALSE,Image shows migrant worker going back home during COVID lockdown in India
FALSE,Telangana government distributing Ramzan gifts during COVID
FALSE,Video shows man collapsing and dying from COVID-19
FALSE,Parrots feeding on grains Bags amid lockdown
TRUE,An image shows a restaurant receipt displaying a 5% COVID-19 surcharge.
MOSTLY TRUE,The 1969 Woodstock music festival occurred during a pandemic as lethal as COVID-19.
FALSE,Twitter Adds ‘Events’ Page to Provide Fact-Checked COVID Content
FALSE,This video shows Indian politician Rahul Gandhi making confuring remarks about COVID-19 classifications
MOSTLY FALSE,The onion serves to prevent the spread of the new coronavirus or cure pneumonia
FALSE,A video claims the answer to COVID-19 is not a vaccine but salt.
FALSE,This video shows the birth of a woman with COVID-19
FALSE,This video shows a person who died of COVID-19 in Nicaragua
FALSE,The video shows a person who died of COVID-19 in Mexico
MOSTLY FALSE,What if quarantining the healthy doesn’t save lives?
MOSTLY FALSE,The video shows a person who died of COVID-19 in Colombia
FALSE,This video shows a person who died of COVID-19 in El Salvador
FALSE,Hospital Piauí emptied ICU with chloroquine use
FALSE,Hospital zeroed in ICU patients with chloroquine use
FALSE,The US and China have created Covid-19
FALSE,This photo shows in New York open mass grave for people killed by coronavirus COVID-19.
FALSE,Police fine for going out with a flag of Spain
FALSE,Birds swans pink flamingos in Venice by the coronavirus COVID-19
FALSE,By COVID-19 Samsung phones suspended production and sells them
FALSE,"Government spending billions to combat coronaviruses, and a little brother somewhere without college in science or medicine discovers that boldo tea combat the symptoms of covid in three hours, actually God uses the foolish things of this world to confound the wise!"
FALSE,Antiobióticos care coronavirus
FALSE,"It is a thrombosis, not a pulmonie, which causes death in 19-Covid"
FALSE,"People vaccinated for seasonal influenza face higher chances of catching SARS-COV-2, which causes COVID-19, or testing positive for the virus when they do not actually have it."
FALSE,"The latest news is from Detroit, Michigan, where the FBI recently raided Dr. Charles Mok office, owner of Allure Medical Spa. In his installations, he treated patients with COVID-19 with intravenous vitamin C"
FALSE,The Covid-19 is a bit deadly disease compared to other
FALSE,Saudi Arabians are celebrating on the streets after the COVID-19 lockdown was lifted.
FALSE,COVID-19 patients are dying on the streets of Ecuador.
MOSTLY FALSE,Paradigm Shift: US government relies on alternative therapies instead vaccinations!
FALSE,CLAIM: PDF document shows the Presidency Covidien-19 normalization plan.
FALSE,Coronavirus is an artificial virus
TRUE,U.S. President Donald Trump said that increased COVID-19 testing makes the U.S. look bad by increasing coronavirus case numbers.
FALSE,Man dying of coronavirus on the road
MOSTLY TRUE,"Tesla entrepreneur and SpaceX founder Elon Musk tweeted a picture of a dessert from Buca di Beppo Italian Restaurant with the comment ""ice cream sundae in a martini glass."""
FALSE,Flu symptoms are the same as those of the COVID-19
MOSTLY FALSE,Thailand has “ranked no. 1 in the COVID-19 fight category” based on an international health security and preparedness index
FALSE,This video shows Indian police demanding money from migrant workers during COVID-19 lockdown
FALSE,Scientific study finds semen a cure for COVID-19
MOSTLY FALSE,"COVID-19 patients died of other causes contribute to coronavirus death tolls in Dallas, Texas"
FALSE,Farmers are dumping tomatoes in Sri Lanka after the governments failure to help them in COVID-19 crisis.
FALSE,A single mosque cleaner praying at Meccas Kaaba.
MOSTLY FALSE,Videos claimed as video sculptures in India were dumped into the river because they can not save from pandemic Covid-19
MOSTLY FALSE,The videos are claimed as video poisonous insect attack in India when a pandemic Covid-19
FALSE,"Vaccines have killed millions and there are no working vaccines for RNA viruses; The novel coronavirus is not naturally occurring; US funding for China coronavirus experiments contributed to outbreak; Hospitals are incentivized to report COVID-19 diagnoses; Hydroxychloroquine is most effective treatment for COVID-19; Flu vaccines increase odds of getting COVID-19; Wearing masks and gloves hurts immune system; Closing beaches blocks access to healing microbes in ocean, sand"
FALSE,Brazil has more than recovered from covid-19 World
MOSTLY FALSE,"Clarin of Argentina Daily: Thursday, 17 April 2003 the same coronavirus COVID-19"
FALSE,In Cali took advantage quarantine the COVID-19 for installing antennas 5G
FALSE,
FALSE,WHO to reconnue artemisia remède comme au Covid-19
FALSE,"Number of deaths in Brazil in April 2019 * 99 597 Number of deaths in Brazil in April 2020 * 94 129 had decline in the country deaths of 5,468"
FALSE,"The Corona virus originated from the city of Wuhan in China and has now reached every corner of the world, but this virus has not reached the Chinese capital Beijing and commercial capital Shanghai near Wuhan, why ...?"
FALSE,Flu shot can make you test positive for COVID-19
FALSE,Two children die from COVID-19 vaccine in Guinea
MOSTLY FALSE,Rajoelina called on all African countries to leave WHO
FALSE,Dr. Rashid Buttar said that the coronavirus is a lie WHO
FALSE,Message of Faith ':' ICU EMPTY '' We won '!! These Health Professionals alerted the Disconnect Empty the ICU lights Hospital Windmills: 'We won!' Porto Alegre - RS
FALSE,David Uip is against social isolation
FALSE,"Italian doctors disobey the law of global health WHO not to perform autopsies on people who died of coronavirus, finding that is NOT a VIRUS, but a BACTERIA, which causes death. This causes the formation of blood clots and cause the patient's death. (...) Source: Ministry of Health of Italy. SHARE!"
FALSE,The government in Oklahoma is planning to detain people unless they can show proof of vaccination.
FALSE,Camphora 1M can provide protection from and treatment for COVID-19
MOSTLY FALSE,The US FDA has approved remdesivir as a treatment for COVID-19.
FALSE,Video Indian conditions for a pandemic COVID-19
FALSE,The famous couture house will be to take advantage of the pandemic causes ......
FALSE,"An anonymous person witnessed Democratic legislators in Washington, D.C., ""giddy"" over the economic fallout during the COVID-19 coronavirus disease pandemic."
FALSE,Data from the Italian Institute of Public Health say that 96.3% (of those killed by Covid-19) died of other diseases.
MOSTLY FALSE,“Bill Gates explains that the COVID vaccine will use experimental technology and permanently alter your DNA”
MOSTLY FALSE,"[ONE] Messages Chain ""there are 13 positive org yg covid19 butchers, currently on the market do Cileungsi lg swab test mass"""
FALSE,India Would Have 0 New COVID-19 Cases By May 16
FALSE,The video shows a man dying from a -19 kobhida
FALSE,"Scientists and pharmaceutical ensure that, for now, there is neither Vaci ......"
FALSE,Human semen can cure COVID-19 and can be used as a hand sanitiser.
MOSTLY FALSE,Thailand tops the Global Health Security Index in COVID-19 response.
FALSE,COVID-19 patients died in Guinea after taking trial vaccine.
FALSE,"New mysterious virus attacking tomatoes is linked to the coronavirus, can be transmitted to humans upon consumption."
FALSE,Clean Semen is a Cure for COVID-19
FALSE,ICMR lists 21 dos and don’ts
FALSE,An overcrowded train carrying migrants from Mumbai to West Bengal amid the anti-coronavirus lockdown
FALSE,Patients with chronic asthma and other respiratory conditions were ...... i
FALSE,WHAT??? French Doctors Kill Two in Deadly Vaccine Trials/ WODE MAYA
FALSE,Migrant workers Bulandshahr police will take action to help
FALSE,Congress Twitter handle shares old video of a man eating from railways tracks as recent
MOSTLY FALSE,[ONE] Jobs Volunteers Covid-19 Hospital Dr. Soetomo
MOSTLY FALSE,India ensured there was no starvation during the coronavirus pandemic in the country
FALSE,Masks do nothing to prevent the spread of pathogens
FALSE,Video shows sloth bears in Sri Lanka during Covid-19 curfew
FALSE,A virus found affecting tomatoes in Maharashtra could be more dangerous than coronavirus and can kill humans.
FALSE,"A COVID-19 vaccine “with an RFID chip” will be introduced as the cure for the disease, referred to as “mark of the beast.”"
MOSTLY FALSE,[ONE] Patients Covid-19 Dies in Hospital Manaf Jambi City
MOSTLY FALSE,Videos claimed as video expel the residents of West Sumatra and fuel Chinese tourists Chinese company when a pandemic Covid-19
MOSTLY FALSE,MOC Budi Karya back tested positive for Covid-19 after 15 days of recovery
MOSTLY FALSE,[ONE] Police Positive Covid 236-19 and 6 People Died
FALSE,"Amid so many bad news, HCPM information that 'isolation room of COVID' is empty! Intubated, only one! We are winning, at last! Photo Covid19 room in Hospital (HCPM) Central Military Police RJ"
FALSE,We Lanjuan Scientific adiverte the coronavirus virus mutates every month
MOSTLY FALSE,Photo shows what COVID-19 chest x-rays look like
FALSE,Federal police arrested with accessor of Rio de Janeiro governor Paulo peixoto ... field hospitals money covid 19
FALSE,Martial arts movie star Chuck Norris has died from the COVID-19 coronavirus disease.
FALSE,Didier Raoult said the new coronavirus has been created by the United States and China to destroy Africa
FALSE,"If MILITARY HOSPITALS start to meet patients COVID the pandemic is over. Why the Supreme Court barred. Know who made the order to bar: PT, PSOL, THE B PC, DEM, PSDB. Wake up Brazil!!!!!!"
FALSE,In a Madrid hospital we have found children with a mutation of the coronavirus
FALSE,Bill Gates said COVID-19 vaccine could kill nearly one million people
MOSTLY FALSE,Face masks are aimed at protecting the wearer from COVID-19
MOSTLY FALSE,The epidemic of Covid-19 is relative when compared to other causes of death
FALSE,A study by the Armed Forces Health Surveillance Branch with the US military and published in January 2020 showed that the influenza vaccine appears to increase by 36% the risk of infection Covid-19.
FALSE,Video shows a Rohingya Muslim man mistook a temperature screening device for a gun
FALSE,Coronavirus remains in throat for 4 days
FALSE,We have not heard of one police officer dying from Covid-19 across the world.
MOSTLY FALSE,"[ONE] ""Register Take Your Assistance Fund Covid-19"""
MOSTLY FALSE,"[ONE] ""sample reception COVID-19 in BBTKLPP Jakarta will be closed on Eid al-Fitr"""
MOSTLY FALSE,"In Lugano (Switzerland) in public spaces it is not worn the mask because security measures anti Covid-19 developed by Italy are the result of an act of ""media terrorism"" aimed at achieving 'economic objectives and dominance »"
MOSTLY FALSE,Videos from Portugal shows that there are no deaths from COVID-19. In the coffin there was no corpse but was filled with sand and stones.
MOSTLY FALSE,"Killer wasps attack appeared in a number of countries, including Indonesia, the current pandemic Covid-19"
MOSTLY FALSE,[ONE] Manager Giant Kena Pal 6 Banjarmasin Died Covid-19
FALSE,Sugar is a cure for COVID-19
MOSTLY FALSE,Unknown virus infecting tomatoes is linked to the coronavirus and can be transmitted to humans upon consumption.
MOSTLY TRUE,"Teenage climate activist Greta Thunberg appeared on a CNN ""expert panel"" in a program about the COVID-19 coronavirus pandemic."
FALSE,The government has issued guidelines to ease COVID-19 lockdown in India
FALSE,COVID-19 can be transmitted by Mosquitoes
FALSE,"CLAIM: presented to the US Congress Covidien-19 H. R. Passes bill from 6666, entered homes without permission will be forced testing positive will be isolated; Can be taken from their families, with no vaccine to schools, hospitals, academic institutions and churches will not be."
FALSE,"A video shows a piece of 5G equipment with ""COV-19"" inscribed on it."
FALSE,For the next 1 years to live from corona 22 urgent advice for Dr Devi Shetty!!
FALSE,A photograph of cloth ear loop mask packaging demonstrates that such masks are ineffective at protecting against the spread of COVID-19.
FALSE,The petralhas want to ban the federal government to provide or pay hydroxy-chloroquine Minister Alexandre de Moraes may prohibit the federal government to allocate funds for the purchase of hydroxy-chloroquine meet request for an injunction made by PT
FALSE,"Citizens are being detained by the police, at the behest of the governor of Pernambuco, being with shirts of Brazil or pro Bolsonaro"
FALSE,BE TRUE. LOOKING safadeza TO SAY THAT THE NUMBER OF INCREASING THIS INFECTED
FALSE,Take or inject marine serum helps prevent the new coronavirus
FALSE,Respirators kill patients COVID / chlorine dioxide oxygenates cells
FALSE,"Not wearing a mask in Canada during COVID-19 will lead to a $3,000 fine or jail time"
MOSTLY TRUE,Healthy people should not wear face masks during the COVID-19 pandemic because they are ineffective and dangerous
TRUE,Is suspected of coronavirus takes the kit to take home. This is being done in Tucuma Pará.
FALSE,This person died for COVID-19 on a street in Bogota
MOSTLY TRUE,COVID-19 contact-tracing apps like Healthy Together and ABTraceTogether are tracking you and also the people in your phone contacts and Facebook friends lists.
FALSE,Video Shows Fox News reports Donald Trump tests positive for COVID-19
MOSTLY TRUE,Supermarket retailer Kroger sent letters to employees informing them they must repay overpaid emergency pay provided amid the COVID-19 coronavirus disease pandemic.
FALSE,Bill Gates claimed the COVID-19 vaccine could kill nearly a million people.
FALSE,Autopsies on victims point out that coronavirus was not the main problem
FALSE,"Silent media! &#39;Good thing that nature created this monster called coronavirus&#39;, said the convict, Lula. &#39;Such speech should populate ALL newsrooms in the country&#39;s newspapers for days on end. But they pretend they didn&#39;t hear. Mainly because of WHO spoke, which is immune to criticism, in the Brazilian media &#39;. (Guillermo Federico Piacesi Ramos)"
FALSE,WHO cataloged Colombia as the most organized to prevent Covid-19
FALSE,"The coronvirus has been manipulated, vaccines have killed millions, wearing an active mask for your own virus, hydroxychloroquine is working well"
FALSE,Didier Raoult stated COVID-19 was created to kill Africans
TRUE,CLAIM: Leather goods waiting in the shopping center with the ventilation system turned off molded.
FALSE,Several publications appeared on social networks indicating that Klaus Püs ......
FALSE,Madagascan president said WHO offered him $20 million to poison remedy against Covid-19?
FALSE,"CLAIM: The photo shows Covid-19 patient, who was inpatient in intensive care unit."
FALSE,Fox News reported that US President Donald Trump tested positive for COVID-19
FALSE,A packed flight in Indonesia during COVID-19 pandemic
FALSE,End went Faith: Bhagwat had a change of heart
FALSE,"No! it is not Syria or Afghanistan! It is the Regional Hospital of Tuxtla Gutiérrez, Chiapas"
FALSE,"&quot;ITAPERUNA USES CHLOROCHINE IN TREATMENT OF COVD-19, AND HAS 99% OF PATIENTS CURED&quot;"
FALSE,"Mother with coronavirus. Doctors took the baby out of the bag without bursting, so as not to contaminate the newborn"
FALSE,"Perhaps looking from this angle, hysteria will diminish."
FALSE,Taking copper supplements can help your body fight an infection caused by the novel coronavirus.
FALSE,No Americans have died from the flu in 2020
FALSE,"In Piauí, those who are certified covid19 already leave the health center with their coronavirus kit."
FALSE,"Pirbright Institute, UK, patented the new coronavirus in 2015"
FALSE,Bergamo autopsies: the main problem was not the coronavirus
FALSE,Australian $10 banknotes feature Bill Gates and Coronavirus.
FALSE,"Video shows people shopping at Madina Market in Old city, Hyderabad"
FALSE,Indians drown religious statues for failing to offer COVID-19 protection
FALSE,Madagascar president says WHO has offered him $ 20 million to poison cure against Covid-19
FALSE,Eating more alkaline foods prevents COVID-19
FALSE,Post claims that RSS chief Mohan Bhagwat said the COVID-19 shook his faith in religion
FALSE,A message spread through social networks denouncing that &quot;Covid ......
MOSTLY FALSE,Major viral outbreaks have originated in China.
FALSE,"Black birds are swarming in Texas, USA after attacking Wuhan, China."
FALSE,"A Facebook post claims a link between Britain’s £20 banknote, 5G telecommunications and the COVID-19 pandemic."
FALSE,Una mujer con coronavirus da a luz y para evitar el contagio sacan al bebé dentro de la bolsa de la placenta
FALSE,Patients with covid-19 treated with drugs early in the disease do not progress to a severe stage
FALSE,Rare sloth bears were spotted in Sri Lanka during COVID-19 pandemic.
FALSE,Audio by professor Antonio Frazão recommends boldo tea against Covid-19
MOSTLY FALSE,This prescription medication works against COVID-19
FALSE,"In a publication propagated on social networks, it is highlighted that the vaccine ......"
FALSE,Medicines cure covid-19 and prevent disease progression if prescribed at the onset of symptoms
FALSE,El Gobierno destina 120 millones de euros a charlas online sobre transexualidad para alumnos de primero de ESO
FALSE,Nigeria imposes curfew to allow China to mount 5G masts
FALSE,Symbol of the novel coronavirus and image of Bill Gates found on $10 Australian note
MOSTLY FALSE,Kawasaki disease spreading in babies during COVID-19 pandemic
FALSE,Philippines is in 'second wave' of COVID-19 transmissions
FALSE,"Upon arrival at the hospital, health professionals gave the back to Mayor Bruno Covas"
FALSE,Colombia ranks first in corruption in the midst of a pandemic
TRUE,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”
